"name","pokedex_number","generation","no_in_generation","percentage_in_generation","abilities","type1","type2","weight_kg","is_legendary","Hp","attack","sp_attack","defense","sp_defense","speed","base_total","base_egg_steps","base_happiness","capture_rate","experience_growth","height_m","percentage_male","base_experience","egg_cycles","can_evolve","evolves_from","evolves_to","evolution_stages","shape","color","egg_groups"
"Spiritomb",442,4,56,0.5233644859813084,"['Pressure', 'Infiltrator']","ghost","dark",108,false,50,92,92,108,108,35,485,7680,70,"100","Medium Fast",1,50,170,30,false,\N,"[]",0,"Blob","Purple","['amorphous']"
"Gible",443,4,57,0.5327102803738317,"['Sand Veil', 'Rough Skin']","dragon","ground",20.5,false,58,70,40,45,45,42,300,10240,70,"45","Slow",0.7,50,60,40,true,\N,"['Gabite']",2,"Upright","Blue","['monster','dragon']"
"Gabite",444,4,58,0.5420560747663551,"['Sand Veil', 'Rough Skin']","dragon","ground",56,false,68,90,50,65,55,82,410,10240,70,"45","Slow",1.4,50,144,40,true,"Gible","['Garchomp']",2,"Upright","Blue","['monster','dragon']"
"Garchomp",445,4,59,0.5514018691588785,"['Sand Veil', 'Rough Skin']","dragon","ground",95,false,108,130,80,95,85,102,600,10240,70,"45","Slow",1.9,50,270,40,false,"Gabite","[]",2,"Upright","Blue","['monster','dragon']"
"Munchlax",446,4,60,0.5607476635514018,"['Pickup', 'Thick Fat', 'Gluttony']","normal",\N,105,false,135,85,40,40,85,5,390,10240,70,"50","Slow",0.6,88.1,78,40,true,\N,"['Snorlax']",1,"Humanoid","Black","['undiscovered']"
"Riolu",447,4,61,0.5700934579439252,"['Steadfast', 'Inner Focus', 'Prankster']","fighting",\N,20.2,false,40,70,35,40,40,60,285,6400,70,"75","Medium Slow",0.7,88.1,57,25,true,\N,"['Lucario']",1,"Upright","Blue","['undiscovered']"
"Lucario",448,4,62,0.5794392523364486,"['Steadfast', 'Inner Focus', 'Justified']","fighting","steel",54,false,70,110,115,70,70,90,525,6400,70,"45","Medium Slow",1.2,88.1,184,25,false,"Riolu","[]",1,"Upright","Blue","['field','human-like']"
"Hippopotas",449,4,63,0.5887850467289719,"['Sand Stream', 'Sand Force']","ground",\N,49.5,false,68,72,38,78,42,32,330,7680,70,"140","Slow",0.8,50,66,30,true,\N,"['Hippowdon']",1,"Quadruped","Brown","['field']"
"Hippowdon",450,4,64,0.5981308411214953,"['Sand Stream', 'Sand Force']","ground",\N,300,false,108,112,68,118,72,47,525,7680,70,"60","Slow",2,50,184,30,false,"Hippopotas","[]",1,"Quadruped","Brown","['field']"
"Skorupi",451,4,65,0.6074766355140186,"['Battle Armor', 'Sniper', 'Keen Eye']","poison","bug",12,false,40,50,30,90,55,65,330,5120,70,"120","Slow",0.8,50,66,20,true,\N,"['Drapion']",1,"Armor","Purple","['bug','water 3']"
"Drapion",452,4,66,0.616822429906542,"['Battle Armor', 'Sniper', 'Keen Eye']","poison","dark",61.5,false,70,90,60,110,75,95,500,5120,70,"45","Slow",1.3,50,175,20,false,"Skorupi","[]",1,"Armor","Purple","['bug','water 3']"
"Croagunk",453,4,67,0.6261682242990654,"['Anticipation', 'Dry Skin', 'Poison Touch']","poison","fighting",23,false,48,61,61,40,40,50,300,2560,100,"140","Medium Fast",0.7,50,60,10,true,\N,"['Toxicroak']",1,"Humanoid","Blue","['human-like']"
"Toxicroak",454,4,68,0.6355140186915887,"['Anticipation', 'Dry Skin', 'Poison Touch']","poison","fighting",44.4,false,83,106,86,65,65,85,490,5120,70,"75","Medium Fast",1.3,50,172,20,false,"Croagunk","[]",1,"Humanoid","Blue","['human-like']"
"Carnivine",455,4,69,0.6448598130841121,"['Levitate']","grass",\N,27,false,74,100,90,72,72,46,454,6400,70,"200","Slow",1.4,50,159,25,false,\N,"[]",0,"Tentacles","Green","['grass']"
"Finneon",456,4,70,0.6542056074766355,"['Swift Swim', 'Storm Drain', 'Water Veil']","water",\N,7,false,49,49,49,56,61,66,330,5120,70,"190","Erratic",0.4,50,66,20,true,\N,"['Lumineon']",1,"Fish","Blue","['water 2']"
"Lumineon",457,4,71,0.6635514018691588,"['Swift Swim', 'Storm Drain', 'Water Veil']","water",\N,24,false,69,69,69,76,86,91,460,5120,70,"75","Erratic",1.2,50,161,20,false,"Finneon","[]",1,"Fish","Blue","['water 2']"
"Mantyke",458,4,72,0.6728971962616822,"['Swift Swim', 'Water Absorb', 'Water Veil']","water","flying",65,false,45,20,60,50,120,50,345,6400,70,"25","Slow",1,50,69,25,true,\N,"['Mantine']",1,"Wings","Blue","['undiscovered']"
"Snover",459,4,73,0.6822429906542056,"['Snow Warning', 'Soundproof']","grass","ice",50.5,false,60,62,62,50,60,40,334,5120,70,"120","Slow",1,50,67,20,true,\N,"['Abomasnow']",1,"Upright","White","['monster','grass']"
"Abomasnow",460,4,74,0.6915887850467289,"['Snow Warning', 'Soundproof']","grass","ice",135.5,false,90,92,92,75,85,60,494,5120,70,"60","Slow",2.2,50,173,20,false,"Snover","[]",1,"Upright","White","['monster','grass']"
"Weavile",461,4,75,0.7009345794392523,"['Pressure', 'Pickpocket']","dark","ice",34,false,70,120,45,65,85,125,510,5120,35,"45","Medium Slow",1.1,50,179,20,false,"Sneasel","[]",1,"Upright","Black","['field']"
"Magnezone",462,4,76,0.7102803738317757,"['Magnet Pull', 'Sturdy', 'Analytic']","electric","steel",180,false,70,70,130,115,90,60,535,5120,70,"30","Medium Fast",1.2,\N,241,20,false,"Magneton","[]",2,"Arms","Gray","['mineral']"
"Lickilicky",463,4,77,0.719626168224299,"['Own Tempo', 'Oblivious', 'Cloud Nine']","normal",\N,140,false,110,85,80,95,95,50,515,5120,70,"30","Medium Fast",1.7,50,180,20,false,"Lickitung","[]",1,"Humanoid","Pink","['monster']"
"Rhyperior",464,4,78,0.7289719626168224,"['Lightningrod', 'Solid Rock', 'Reckless']","ground","rock",282.8,false,115,140,55,130,55,40,535,5120,70,"30","Slow",2.4,50,241,20,false,"Rhydon","[]",2,"Upright","Gray","['monster','field']"
"Tangrowth",465,4,79,0.7383177570093458,"['Chlorophyll', 'Leaf Guard', 'Regenerator']","grass",\N,128.6,false,100,100,110,125,50,50,535,5120,70,"30","Medium Fast",2,50,187,20,false,"Tangela","[]",1,"Humanoid","Blue","['grass']"
"Electivire",466,4,80,0.7476635514018691,"['Motor Drive', 'Vital Spirit']","electric",\N,138.6,false,75,123,95,67,85,95,540,6400,70,"30","Medium Fast",1.8,75.4,243,25,false,"Electabuzz","[]",2,"Upright","Yellow","['human-like']"
"Magmortar",467,4,81,0.7570093457943925,"['Flame Body', 'Vital Spirit']","fire",\N,68,false,75,95,125,67,95,83,540,6400,70,"30","Medium Fast",1.6,75.4,243,25,false,"Magmar","[]",2,"Upright","Red","['human-like']"
"Togekiss",468,4,82,0.7663551401869159,"['Hustle', 'Serene Grace', 'Super Luck']","fairy","flying",38,false,85,50,120,95,115,80,545,2560,70,"30","Fast",1.5,88.1,245,10,false,"Togetic","[]",2,"Wings","White","['flying','fairy']"
"Yanmega",469,4,83,0.7757009345794392,"['Speed Boost', 'Tinted Lens', 'Frisk']","bug","flying",51.5,false,86,76,116,86,56,95,515,5120,70,"30","Medium Fast",1.9,50,180,20,false,"Yanma","[]",1,"Bug-Wings","Green","['bug']"
"Leafeon",470,4,84,0.7850467289719626,"['Leaf Guard', 'Chlorophyll']","grass",\N,25.5,false,65,110,60,130,65,95,525,8960,35,"45","Medium Fast",1,88.1,184,35,false,"Eevee","[]",1,"Quadruped","Green","['field']"
"Glaceon",471,4,85,0.794392523364486,"['Snow Cloak', 'Ice Body']","ice",\N,25.9,false,65,60,130,110,95,65,525,8960,35,"45","Medium Fast",0.8,88.1,184,35,false,"Eevee","[]",1,"Quadruped","Blue","['field']"
"Gliscor",472,4,86,0.8037383177570093,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']","ground","flying",42.5,false,75,95,45,125,75,95,510,5120,70,"30","Medium Slow",2,50,179,20,false,"Gligar","[]",1,"Wings","Purple","['bug']"
"Mamoswine",473,4,87,0.8130841121495327,"['Oblivious', 'Snow Cloak', 'Thick Fat']","ice","ground",291,false,110,130,70,80,60,80,530,5120,70,"50","Slow",2.5,50,239,20,false,"Piloswine","[]",2,"Quadruped","Brown","['field']"
"Porygon-Z",474,4,88,0.822429906542056,"['Adaptability', 'Download', 'Analytic']","normal",\N,34,false,85,80,135,70,75,90,535,5120,70,"30","Medium Fast",0.9,\N,241,20,false,"Porygon2","[]",2,"Arms","Red","['mineral']"
"Gallade",475,4,89,0.8317757009345794,"['Steadfast', 'Justified']","psychic","fighting",52,false,68,125,65,65,115,80,518,5120,35,"45","Slow",1.6,100,233,20,false,"Kirlia","[]",2,"Humanoid","White","['human-like','amorphous']"
"Probopass",476,4,90,0.8411214953271028,"['Sturdy', 'Magnet Pull', 'Sand Force']","rock","steel",340,false,60,55,75,145,150,40,525,5120,70,"60","Medium Fast",1.4,50,184,20,false,"Nosepass","[]",1,"Heads","Gray","['mineral']"
"Dusknoir",477,4,91,0.8504672897196262,"['Pressure', 'Frisk']","ghost",\N,106.6,false,45,100,65,135,135,45,525,6400,35,"45","Fast",2.2,50,236,25,false,"Dusclops","[]",2,"Arms","Black","['amorphous']"
"Froslass",478,4,92,0.8598130841121495,"['Snow Cloak', 'Cursed Body']","ice","ghost",26.6,false,70,80,80,70,70,110,480,5120,70,"75","Medium Fast",1.3,0,168,20,false,"Snorunt","[]",1,"Arms","White","['fairy','mineral']"
"Rotom",479,4,93,0.8691588785046729,"['Levitate']","electric","ghost",0.3,false,50,50,95,77,77,91,440,5120,70,"45","Medium Fast",0.3,\N,154,20,false,\N,"[]",0,"Ball","Red","['amorphous']"
"Uxie",480,4,94,0.8785046728971962,"['Levitate']","psychic",\N,0.3,true,75,75,75,130,130,95,580,20480,140,"3","Slow",0.3,\N,261,80,false,\N,"[]",0,"Upright","Yellow","['undiscovered']"
"Mesprit",481,4,95,0.8878504672897196,"['Levitate']","psychic",\N,0.3,true,80,105,105,105,105,80,580,20480,140,"3","Slow",0.3,\N,261,80,false,\N,"[]",0,"Upright","Pink","['undiscovered']"
"Azelf",482,4,96,0.897196261682243,"['Levitate']","psychic",\N,0.3,true,75,125,125,70,70,115,580,20480,140,"3","Slow",0.3,\N,261,80,false,\N,"[]",0,"Upright","Blue","['undiscovered']"
"Dialga",483,4,97,0.9065420560747663,"['Pressure', 'Telepathy']","steel","dragon",683,true,100,120,150,120,100,90,680,30720,0,"3","Slow",5.4,\N,306,120,false,\N,"[]",0,"Quadruped","White","['undiscovered']"
"Palkia",484,4,98,0.9158878504672897,"['Pressure', 'Telepathy']","water","dragon",336,true,90,120,150,100,120,100,680,30720,0,"3","Slow",4.2,\N,306,120,false,\N,"[]",0,"Upright","Purple","['undiscovered']"
"Heatran",485,4,99,0.9252336448598131,"['Flash Fire', 'Flame Body']","fire","steel",430,true,91,90,130,106,106,77,600,2560,100,"3","Slow",1.7,50,270,10,false,\N,"[]",0,"Quadruped","Brown","['undiscovered']"
"Regigigas",486,4,100,0.9345794392523364,"['Slow Start']","normal",\N,420,true,110,160,80,110,110,100,670,30720,0,"3","Slow",3.7,\N,302,120,false,\N,"[]",0,"Humanoid","White","['undiscovered']"
"Giratina",487,4,101,0.9439252336448598,"['Pressure', 'Telepathy', 'Levitate']","ghost","dragon",750,true,150,120,120,100,100,90,680,30720,0,"3","Slow",4.5,\N,306,120,false,\N,"[]",0,"Tentacles","Black","['undiscovered']"
"Cresselia",488,4,102,0.9532710280373832,"['Levitate']","psychic",\N,85.6,true,120,70,75,120,130,85,600,30720,100,"3","Slow",1.5,0,270,120,false,\N,"[]",0,"Squiggle","Yellow","['undiscovered']"
"Phione",489,4,103,0.9626168224299065,"['Hydration']","water",\N,3.1,false,80,80,80,80,80,80,480,10240,70,"30","Slow",0.4,\N,216,40,false,\N,"[]",0,"Arms","Blue","['water 1','fairy']"
"Manaphy",490,4,104,0.9719626168224299,"['Hydration']","water",\N,1.4,true,100,100,100,100,100,100,600,2560,70,"3","Slow",0.3,\N,270,10,false,\N,"[]",0,"Humanoid","Blue","['water 1','fairy']"
"Darkrai",491,4,105,0.9813084112149533,"['Bad Dreams']","dark",\N,50.5,true,70,90,135,90,90,125,600,30720,0,"3","Slow",1.5,\N,270,120,false,\N,"[]",0,"Humanoid","Black","['undiscovered']"
"Shaymin",492,4,106,0.9906542056074766,"['Natural Cure', 'Serene Grace']","grass","grass",2.1,true,100,100,100,100,100,100,600,30720,100,"45","Medium Slow",0.2,\N,270,120,false,\N,"[]",0,"Quadruped","Green","['undiscovered']"
"Arceus",493,4,107,1,"['Multitype']","normal",\N,320,true,120,120,120,120,120,120,720,30720,0,"3","Slow",3.2,\N,324,120,false,\N,"[]",0,"Quadruped","White","['undiscovered']"
"Victini",494,5,1,0.00641025641025641,"['Victory Star']","psychic","fire",4,true,100,100,100,100,100,100,600,30720,100,"3","Slow",0.4,\N,270,120,false,\N,"[]",0,"Humanoid","Yellow","['undiscovered']"
"Snivy",495,5,2,0.01282051282051282,"['Overgrow', 'Contrary']","grass",\N,8.1,false,45,45,45,55,55,63,308,5120,70,"45","Medium Slow",0.6,88.1,62,20,true,\N,"['Servine']",2,"Upright","Green","['field','grass']"
"Servine",496,5,3,0.019230769230769232,"['Overgrow', 'Contrary']","grass",\N,16,false,60,60,60,75,75,83,413,5120,70,"45","Medium Slow",0.8,88.1,145,20,true,"Snivy","['Serperior']",2,"Upright","Green","['field','grass']"
"Serperior",497,5,4,0.02564102564102564,"['Overgrow', 'Contrary']","grass",\N,63,false,75,75,75,95,95,113,528,5120,70,"45","Medium Slow",3.3,88.1,238,20,false,"Servine","[]",2,"Squiggle","Green","['field','grass']"
"Tepig",498,5,5,0.03205128205128205,"['Blaze', 'Thick Fat']","fire",\N,9.9,false,65,63,45,45,45,45,308,5120,70,"45","Medium Slow",0.5,88.1,62,20,true,\N,"['Pignite']",2,"Quadruped","Red","['field']"
"Pignite",499,5,6,0.038461538461538464,"['Blaze', 'Thick Fat']","fire","fighting",55.5,false,90,93,70,55,55,55,418,5120,70,"45","Medium Slow",1,88.1,146,20,true,"Tepig","['Emboar']",2,"Upright","Red","['field']"
"Emboar",500,5,7,0.04487179487179487,"['Blaze', 'Reckless']","fire","fighting",150,false,110,123,100,65,65,65,528,5120,70,"45","Medium Slow",1.6,88.1,238,20,false,"Pignite","[]",2,"Upright","Red","['field']"
"Oshawott",501,5,8,0.05128205128205128,"['Torrent', 'Shell Armor']","water",\N,5.9,false,55,55,63,45,45,45,308,5120,70,"45","Medium Slow",0.5,88.1,62,20,true,\N,"['Dewott']",2,"Upright","Blue","['field']"
"Dewott",502,5,9,0.057692307692307696,"['Torrent', 'Shell Armor']","water",\N,24.5,false,75,75,83,60,60,60,413,5120,70,"45","Medium Slow",0.8,88.1,145,20,true,"Oshawott","['Samurott']",2,"Upright","Blue","['field']"
"Samurott",503,5,10,0.0641025641025641,"['Torrent', 'Shell Armor']","water",\N,94.6,false,95,100,108,85,70,70,528,5120,70,"45","Medium Slow",1.5,88.1,238,20,false,"Dewott","[]",2,"Quadruped","Blue","['field']"
"Patrat",504,5,11,0.07051282051282051,"['Run Away', 'Keen Eye', 'Analytic']","normal",\N,11.6,false,45,55,35,39,39,42,255,3840,70,"255","Medium Fast",0.5,50,51,15,true,\N,"['Watchog']",1,"Quadruped","Brown","['field']"
"Watchog",505,5,12,0.07692307692307693,"['Illuminate', 'Keen Eye', 'Analytic']","normal",\N,27,false,60,85,60,69,69,77,420,5120,70,"255","Medium Fast",1.1,50,147,20,false,"Patrat","[]",1,"Upright","Brown","['field']"
"Lillipup",506,5,13,0.08333333333333333,"['Vital Spirit', 'Pickup', 'Run Away']","normal",\N,4.1,false,45,60,25,45,45,55,275,3840,70,"255","Medium Slow",0.4,50,55,15,true,\N,"['Herdier']",2,"Quadruped","Brown","['field']"
"Herdier",507,5,14,0.08974358974358974,"['Intimidate', 'Sand Rush', 'Scrappy']","normal",\N,14.7,false,65,80,35,65,65,60,370,3840,70,"120","Medium Slow",0.9,50,130,15,true,"Lillipup","['Stoutland']",2,"Quadruped","Gray","['field']"
"Stoutland",508,5,15,0.09615384615384616,"['Intimidate', 'Sand Rush', 'Scrappy']","normal",\N,61,false,85,110,45,90,90,80,500,3840,70,"45","Medium Slow",1.2,50,225,15,false,"Herdier","[]",2,"Quadruped","Gray","['field']"
"Purrloin",509,5,16,0.10256410256410256,"['Limber', 'Unburden', 'Prankster']","dark",\N,10.1,false,41,50,50,37,37,66,281,5120,70,"255","Medium Fast",0.4,50,56,20,true,\N,"['Liepard']",1,"Quadruped","Purple","['field']"
"Liepard",510,5,17,0.10897435897435898,"['Limber', 'Unburden', 'Prankster']","dark",\N,37.5,false,64,88,88,50,50,106,446,5120,70,"90","Medium Fast",1.1,50,156,20,false,"Purrloin","[]",1,"Quadruped","Purple","['field']"
"Pansage",511,5,18,0.11538461538461539,"['Gluttony', 'Overgrow']","grass",\N,10.5,false,50,53,53,48,48,64,316,5120,70,"190","Medium Fast",0.6,88.1,63,20,true,\N,"['Simisage']",1,"Upright","Green","['field']"
"Simisage",512,5,19,0.12179487179487179,"['Gluttony', 'Overgrow']","grass",\N,30.5,false,75,98,98,63,63,101,498,5120,70,"75","Medium Fast",1.1,88.1,174,20,false,"Pansage","[]",1,"Upright","Green","['field']"
"Pansear",513,5,20,0.1282051282051282,"['Gluttony', 'Blaze']","fire",\N,11,false,50,53,53,48,48,64,316,5120,70,"190","Medium Fast",0.6,88.1,63,20,true,\N,"['Simisear']",1,"Upright","Red","['field']"
"Simisear",514,5,21,0.1346153846153846,"['Gluttony', 'Blaze']","fire",\N,28,false,75,98,98,63,63,101,498,5120,70,"75","Medium Fast",1,88.1,174,20,false,"Pansear","[]",1,"Upright","Red","['field']"
"Panpour",515,5,22,0.14102564102564102,"['Gluttony', 'Torrent']","water",\N,13.5,false,50,53,53,48,48,64,316,5120,70,"190","Medium Fast",0.6,88.1,63,20,true,\N,"['Simipour']",1,"Upright","Blue","['field']"
"Simipour",516,5,23,0.14743589743589744,"['Gluttony', 'Torrent']","water",\N,29,false,75,98,98,63,63,101,498,5120,70,"75","Medium Fast",1,88.1,174,20,false,"Panpour","[]",1,"Upright","Blue","['field']"
"Munna",517,5,24,0.15384615384615385,"['Forewarn', 'Synchronize', 'Telepathy']","psychic",\N,23.3,false,76,25,67,45,55,24,292,2560,70,"190","Fast",0.6,50,58,10,true,\N,"['Musharna']",1,"Quadruped","Pink","['field']"
"Musharna",518,5,25,0.16025641025641027,"['Forewarn', 'Synchronize', 'Telepathy']","psychic",\N,60.5,false,116,55,107,85,95,29,487,2560,70,"75","Fast",1.1,50,170,10,false,"Munna","[]",1,"Humanoid","Pink","['field']"
"Pidove",519,5,26,0.16666666666666666,"['Big Pecks', 'Super Luck', 'Rivalry']","normal","flying",2.1,false,50,55,36,50,30,43,264,3840,70,"255","Medium Slow",0.3,50,53,15,true,\N,"['Tranquill']",2,"Wings","Gray","['flying']"
"Tranquill",520,5,27,0.17307692307692307,"['Big Pecks', 'Super Luck', 'Rivalry']","normal","flying",15,false,62,77,50,62,42,65,358,3840,70,"120","Medium Slow",0.6,50,125,15,true,"Pidove","['Unfezant']",2,"Wings","Gray","['flying']"
"Unfezant",521,5,28,0.1794871794871795,"['Big Pecks', 'Super Luck', 'Rivalry']","normal","flying",29,false,80,115,65,80,55,93,488,3840,70,"45","Medium Slow",1.2,50,220,15,false,"Tranquill","[]",2,"Wings","Gray","['flying']"
"Blitzle",522,5,29,0.1858974358974359,"['Lightningrod', 'Motor Drive', 'Sap Sipper']","electric",\N,29.8,false,45,60,50,32,32,76,295,5120,70,"190","Medium Fast",0.8,50,59,20,true,\N,"['Zebstrika']",1,"Quadruped","Black","['field']"
"Zebstrika",523,5,30,0.19230769230769232,"['Lightningrod', 'Motor Drive', 'Sap Sipper']","electric",\N,79.5,false,75,100,80,63,63,116,497,5120,70,"75","Medium Fast",1.6,50,174,20,false,"Blitzle","[]",1,"Quadruped","Black","['field']"
"Roggenrola",524,5,31,0.1987179487179487,"['Sturdy', 'Weak Armor', 'Sand Force']","rock",\N,18,false,55,75,25,85,25,15,280,3840,70,"255","Medium Slow",0.4,50,56,15,true,\N,"['Boldore']",2,"Legs","Blue","['mineral']"
"Boldore",525,5,32,0.20512820512820512,"['Sturdy', 'Weak Armor', 'Sand Force']","rock",\N,102,false,70,105,50,105,40,20,390,3840,70,"120","Medium Slow",0.9,50,137,15,true,"Roggenrola","['Gigalith']",2,"Tentacles","Blue","['mineral']"
"Gigalith",526,5,33,0.21153846153846154,"['Sturdy', 'Sand Stream', 'Sand Force']","rock",\N,260,false,85,135,60,130,80,25,515,3840,70,"45","Medium Slow",1.7,50,232,15,false,"Boldore","[]",2,"Tentacles","Blue","['mineral']"
"Woobat",527,5,34,0.21794871794871795,"['Unaware', 'Klutz', 'Simple']","psychic","flying",2.1,false,65,45,55,43,43,72,323,3840,70,"190","Medium Fast",0.4,50,65,15,true,\N,"['Swoobat']",1,"Wings","Blue","['field','flying']"
"Swoobat",528,5,35,0.22435897435897437,"['Unaware', 'Klutz', 'Simple']","psychic","flying",10.5,false,67,57,77,55,55,114,425,3840,70,"45","Medium Fast",0.9,50,149,15,false,"Woobat","[]",1,"Wings","Blue","['field','flying']"
"Drilbur",529,5,36,0.23076923076923078,"['Sand Rush', 'Sand Force', 'Mold Breaker']","ground",\N,8.5,false,60,85,30,40,45,68,328,5120,70,"120","Medium Fast",0.3,50,66,20,true,\N,"['Excadrill']",1,"Upright","Gray","['field']"
"Excadrill",530,5,37,0.23717948717948717,"['Sand Rush', 'Sand Force', 'Mold Breaker']","ground","steel",40.4,false,110,135,50,60,65,88,508,5120,70,"60","Medium Fast",0.7,50,178,20,false,"Drilbur","[]",1,"Humanoid","Gray","['field']"
"Audino",531,5,38,0.24358974358974358,"['Healer', 'Regenerator', 'Klutz']","normal",\N,31,false,103,60,60,86,86,50,445,5120,70,"255","Fast",1.1,50,390,20,false,\N,"[]",0,"Upright","Pink","['fairy']"
"Timburr",532,5,39,0.25,"['Guts', 'Sheer Force', 'Iron Fist']","fighting",\N,12.5,false,75,80,25,55,35,35,305,5120,70,"180","Medium Slow",0.6,75.4,61,20,true,\N,"['Gurdurr']",2,"Humanoid","Gray","['human-like']"
"Gurdurr",533,5,40,0.2564102564102564,"['Guts', 'Sheer Force', 'Iron Fist']","fighting",\N,40,false,85,105,40,85,50,40,405,5120,70,"90","Medium Slow",1.2,75.4,142,20,true,"Timburr","['Conkeldurr']",2,"Humanoid","Gray","['human-like']"
"Conkeldurr",534,5,41,0.26282051282051283,"['Guts', 'Sheer Force', 'Iron Fist']","fighting",\N,87,false,105,140,55,95,65,45,505,5120,70,"45","Medium Slow",1.4,75.4,227,20,false,"Gurdurr","[]",2,"Humanoid","Brown","['human-like']"
"Tympole",535,5,42,0.2692307692307692,"['Swift Swim', 'Hydration', 'Water Absorb']","water",\N,4.5,false,50,50,50,40,40,64,294,5120,70,"255","Medium Slow",0.5,50,59,20,true,\N,"['Palpitoad']",2,"Fish","Blue","['water 1']"
"Palpitoad",536,5,43,0.27564102564102566,"['Swift Swim', 'Hydration', 'Water Absorb']","water","ground",17,false,75,65,65,55,55,69,384,5120,70,"120","Medium Slow",0.8,50,134,20,true,"Tympole","['Seismitoad']",2,"Upright","Blue","['water 1']"
"Seismitoad",537,5,44,0.28205128205128205,"['Swift Swim', 'Poison Touch', 'Water Absorb']","water","ground",62,false,105,95,85,75,75,74,509,5120,70,"45","Medium Slow",1.5,50,229,20,false,"Palpitoad","[]",2,"Humanoid","Blue","['water 1']"
"Throh",538,5,45,0.28846153846153844,"['Guts', 'Inner Focus', 'Mold Breaker']","fighting",\N,55.5,false,120,100,30,85,85,45,465,5120,70,"45","Medium Fast",1.3,100,163,20,false,\N,"[]",0,"Humanoid","Red","['human-like']"
"Sawk",539,5,46,0.2948717948717949,"['Sturdy', 'Inner Focus', 'Mold Breaker']","fighting",\N,51,false,75,125,30,75,75,85,465,5120,70,"45","Medium Fast",1.4,100,163,20,false,\N,"[]",0,"Humanoid","Blue","['human-like']"
"Sewaddle",540,5,47,0.30128205128205127,"['Swarm', 'Chlorophyll', 'Overcoat']","bug","grass",2.5,false,45,53,40,70,60,42,310,3840,70,"255","Medium Slow",0.3,50,62,15,true,\N,"['Swadloon']",2,"Armor","Yellow","['bug']"
"Swadloon",541,5,48,0.3076923076923077,"['Leaf Guard', 'Chlorophyll', 'Overcoat']","bug","grass",7.3,false,55,63,50,90,80,42,380,3840,70,"120","Medium Slow",0.5,50,133,15,true,"Sewaddle","['Leavanny']",2,"Arms","Green","['bug']"
"Leavanny",542,5,49,0.3141025641025641,"['Swarm', 'Chlorophyll', 'Overcoat']","bug","grass",20.5,false,75,103,70,80,80,92,500,3840,70,"45","Medium Slow",1.2,50,225,15,false,"Swadloon","[]",2,"Humanoid","Yellow","['bug']"
"Venipede",543,5,50,0.32051282051282054,"['Poison Point', 'Swarm', 'Speed Boost']","bug","poison",5.3,false,30,45,30,59,39,57,260,3840,70,"255","Medium Slow",0.4,50,52,15,true,\N,"['Whirlipede']",2,"Armor","Red","['bug']"
"Whirlipede",544,5,51,0.3269230769230769,"['Poison Point', 'Swarm', 'Speed Boost']","bug","poison",58.5,false,40,55,40,99,79,47,360,3840,70,"120","Medium Slow",1.2,50,126,15,true,"Venipede","['Scolipede']",2,"Ball","Gray","['bug']"
"Scolipede",545,5,52,0.3333333333333333,"['Poison Point', 'Swarm', 'Speed Boost']","bug","poison",200.5,false,60,100,55,89,69,112,485,5120,70,"45","Medium Slow",2.5,50,218,20,false,"Whirlipede","[]",2,"Armor","Red","['bug']"
"Cottonee",546,5,53,0.33974358974358976,"['Prankster', 'Infiltrator', 'Chlorophyll']","grass","fairy",0.6,false,40,27,37,60,50,66,280,5120,70,"190","Medium Fast",0.3,50,56,20,true,\N,"['Whimsicott']",1,"Ball","Green","['grass','fairy']"
"Whimsicott",547,5,54,0.34615384615384615,"['Prankster', 'Infiltrator', 'Chlorophyll']","grass","fairy",6.6,false,60,67,77,85,75,116,480,5120,70,"75","Medium Fast",0.7,50,168,20,false,"Cottonee","[]",1,"Humanoid","Green","['grass','fairy']"
"Petilil",548,5,55,0.3525641025641026,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']","grass",\N,6.6,false,45,35,70,50,50,30,280,5120,70,"190","Medium Fast",0.5,0,56,20,true,\N,"['Lilligant']",1,"Blob","Green","['grass']"
"Lilligant",549,5,56,0.358974358974359,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']","grass",\N,16.3,false,70,60,110,75,75,90,480,5120,70,"75","Medium Fast",1.1,0,168,20,false,"Petilil","[]",1,"Blob","Green","['grass']"
"Basculin",550,5,57,0.36538461538461536,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']","water",\N,18,false,70,92,80,65,55,98,460,10240,70,"25","Medium Fast",1,50,161,40,false,\N,"[]",0,"Fish","Green","['water 2']"
"Sandile",551,5,58,0.3717948717948718,"['Intimidate', 'Moxie', 'Anger Point']","ground","dark",15.2,false,50,72,35,35,35,65,292,5120,70,"180","Medium Slow",0.7,50,58,20,true,\N,"['Krokorok']",2,"Quadruped","Brown","['field']"
"Krokorok",552,5,59,0.3782051282051282,"['Intimidate', 'Moxie', 'Anger Point']","ground","dark",33.4,false,60,82,45,45,45,74,351,5120,70,"90","Medium Slow",1,50,123,20,true,"Sandile","['Krookodile']",2,"Quadruped","Brown","['field']"
"Krookodile",553,5,60,0.38461538461538464,"['Intimidate', 'Moxie', 'Anger Point']","ground","dark",96.3,false,95,117,65,80,70,92,519,5120,70,"45","Medium Slow",1.5,50,234,20,false,"Krokorok","[]",2,"Upright","Red","['field']"
